Date,Supplier Name,Business Name,TIN,Address,Invoice Number,Items,Category,Total Amount,VAT Exempt Amount,VATable Sale,VAT Amount,VAT Registered,Branch,Payment Method,Paid By,Notes,Created At,Updated At
2025-03-15,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00004,"Mitsukoshi 8th Ave. Cor 36th St., Grand Central Park, Fort Bonifacio, North BGC, Taguig City NCR, 4th District Philippines",,Meals (1x ₱2844),General,2844,,2,304.71,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.443Z,
2025-03-12,For the Love of Food Inc.,For the Love of Food Inc.,600-238-381-000,"The Daily Cut, Ortigas Center Mandaluyong City NCR 1550",,Golden Ticket 1kg (1x ₱1750),General,1750,,1,187.5,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.443Z,
2025-03-16,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱1312.5),General,1312.5,,1,140.63,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.443Z,
2025-03-16,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.443Z,
2025-03-18,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.444Z,
2025-03-18,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Insect Killer (1x ₱378.5),General,378.5,,337.95,40.55,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.444Z,
2025-03-19,ABACUS BOOK AND CARD CORP.,ABACUS BOOK AND CARD CORP.,000-299-299-00273,The Podium Mall Wack-wack Greenhills East Ortigas Canter City of Mandaluyong NCR,,Office Supplies (1x ₱184.75),General,184.75,,164.96,19.79,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.444Z,
2025-03-19,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg B, J.Vargas St. Wack Wack Greenhills City of Mandaluyong Second District 1550",,Various Consumable Goods (1x ₱1509),General,1509,,1,161.68,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.445Z,
2025-03-21,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱247.5),General,247.5,,220.98,26.52,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.445Z,
2025-03-19,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Premium Eggs (1x ₱132),General,132,,117.86,14.14,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.445Z,
2025-03-21,Allegro Beverage Corporation,Allegro Beverage Corporation,203-457-225-00003,"Jang Bldg., Gov. M. Cuenco Ave,. Banilad, 6000 Cebu City",,Various Consumable Goods (1x ₱5454),General,5454,,4,584.36,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.446Z,
2025-03-21,M.D.R Consumer Goods Trading,M.D.R. Consumer Goods Trading,420-986-840-00000,"178 Bicoleyte St. Manggahan Commonwealth 1121 Quezon City NCR, Second District Philippines",,Laciate Full Cream Milk (1x ₱2700),General,2700,,2,289.29,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.446Z,
2025-03-21,M.D.R Consumer Goods Trading,M.D.R. Consumer Goods Trading,420-986-840-00000,"178 Bicoleyte St. Manggahan Commonwealth 1121 Quezon City NCR, Second District Philippines",,Laciate Full Cream Milk (1x ₱1800),General,1800,,1,192.86,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.446Z,
2025-03-23,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Australias Own Full Cream (1x ₱547.5),General,547.5,,488.84,58.66,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.447Z,
2025-03-23,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱112.5),General,112.5,,100.45,12.05,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.447Z,
2025-03-22,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱1805.06),General,1805.06,,1,176.01,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.447Z,
2025-03-23,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00003,"Mitsukoshi 8th Ave. Cor 36th St., Grand Central Park, Fort Bonifacio, North BGC, Taguig City NCR, 4th District Philippines",,Banana Pudding (1x ₱790),General,790,,705.36,84.64,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.447Z,
2025-03-25,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱783),General,783,,699.11,83.89,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.448Z,
2025-03-24,Padova Fine Food Technologies Inc.,Padova Fine Food Technologies Inc.,007-823-540-00002,"Unit 101 G/F Intrawest St., Bldg, Annapolis St., Greenhills 1503, City of San Juan NCR, Second District, Philippines",,Various Consumable Goods (1x ₱421),General,421,,375.89,45.11,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.448Z,
2025-03-23,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00003,"Mitsukoshi 8th Ave. Cor 36th St., Grand Central Park, Fort Bonifacio, North BGC, Taguig City NCR, 4th District Philippines",,Banana Pudding (1x ₱790),General,790,,705.36,84.64,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.448Z,
2025-03-24,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱112.5),General,112.5,,100.45,12.05,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.448Z,
2025-03-25,For the Love of Food Inc.,For the Love of Food Inc.,600-238-381-000,Ortigas Center Mandaluyong 1550,,Golden Ticket (1x ₱1750),General,1750,,1,187.5,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.449Z,
2025-03-25,Kareila Mngt. Corp,Kareila Mngt. Corp,246-969-491-009,514 Shaw Boulevard Corner Laurel St. Mandaluyong City,,Various Goods (1x ₱2315),General,2315,,2,248.04,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.449Z,
2025-03-26,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.449Z,
2025-03-26,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00003,"SM Megamall Bldg B, J.Vargas St. Wack Wack Greenhills City of Mandaluyong Second District 1550",,Various Consumable Goods (1x ₱1078.75),General,1078.75,,963.17,115.58,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.449Z,
2025-03-21,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00004,"Mitsukoshi 8th Ave. Cor 36th St., Grand Central Park, Fort Bonifacio, North BGC, Taguig City NCR, 4th District Philippines",,Meals (1x ₱3160),General,3160,,2,293.23,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.450Z,
2025-03-27,Allegro Beverage Corporation,Allegro Beverage Corporation,203-457-225-00003,"Jang Bldg., Gov. M. Cuenco Ave,. Banilad, 6000 Cebu City",,OATSIDE PLAIN OAT MILK BARISTA EDITION (1x ₱3810),General,3810,,3,408.21,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.450Z,
2025-03-28,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱2459.5),General,2459.5,,2,263.52,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.450Z,
2025-03-26,Alyssa Ann Kamille A. Co-Prop,Alyssa Ann Kamille A. Co-Prop,427-330-896-00000,"170B Wilson St., Brgy. Maytunas, 1500 San Juan City NCR, 2nd District, Philippines",,Bagasse Straw (1x ₱570),General,570,,508.93,61.07,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.450Z,
2025-03-27,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Australias Own Full Cream (1x ₱1020),General,1020,,910.71,109.29,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.450Z,
2025-03-29,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Arla Whipping 1L (1x ₱982),General,982,,876.79,105.21,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.451Z,
2025-03-29,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.451Z,
2025-03-28,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.451Z,
2025-03-28,M.D.R Consumer Goods Trading,M.D.R. Consumer Goods Trading,420-986-840-00000,"178 Bicoleyte St. Manggahan Commonwealth 1121 Quezon City NCR, Second District Philippines",,Various Consumable Goods (1x ₱2695),General,2695,,2,288.75,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.451Z,
2025-03-30,AAB Baking Goods and Supplies Inc.,AAB Baking Goods and Supplies Inc.,008-196-741-00003,"41-C Congressional Avenue Project 8 Bahay toro 1106 Quezon City 00002 NCR, Second District Philippines",,Various Consumable Goods (1x ₱531),General,531,,474.11,56.89,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.452Z,
2025-03-30,Kareila Mngt. Corp,Kareila Mngt. Corp,246-969-491-009,514 Shaw Boulevard Corner Laurel St. Mandaluyong City,,Various Goods (1x ₱595),General,595,,531.25,63.75,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.452Z,
2025-03-30,ABACUS BOOK AND CARD CORP.,ABACUS BOOK AND CARD CORP.,000-299-299-00273,"The Podium Mall ADB Ave, Wack-wack Greenhills East Ortigas Center City of Mandaluyong NCR",,Various Supplies (1x ₱116),General,116,,103.57,12.43,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.452Z,
2025-03-30,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Various Consumable Goods (1x ₱1252),General,1252,,1,134.14,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.452Z,
2025-03-31,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱135),General,135,,120.54,14.46,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.454Z,
2025-03-29,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱90),General,90,,80.36,9.64,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.454Z,
2025-03-29,Alyssa Ann Kamille A. Co-Prop,Alyssa Ann Kamille A. Co-Prop,427-330-896-00000,"170B Wilson St., Brgy. Maytunas, 1500 San Juan City NCR, 2nd District, Philippines",,Various Consumable Goods (1x ₱515),General,515,,459.82,55.18,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.454Z,
2025-03-31,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00003,"Mitsukoshi 8th Ave. Cor 36th St., Grand Central Park, Fort Bonifacio, North BGC, Taguig City NCR, 4th District Philippines",93737,Banana Pudding (1x ₱790),General,790,,705.36,84.64,Yes,Podium,Cash,Store,Imported from accounting CSV | Merged with additional CSV data,2025-06-27T04:56:56.454Z,2025-06-27T16:51:25.458Z
2025-03-31,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,"SM Megamall Bldg. A,Edsa Wack Wack Greenhills 1555 City of Mandaluyong Second District Philippines",,Australias Own Full Cream (1x ₱1020),General,1020,,910.71,109.29,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.454Z,
2025-03-30,Kareila Mngt. Corp,Kareila Mngt. Corp,246-969-491-009,514 Shaw Boulevard Corner Laurel St. Mandaluyong City,,Various Goods (1x ₱1484.18),General,1484.18,,1,159.02,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.454Z,
2025-03-05,M.D.R Consumer Goods Trading,M.D.R. Consumer Goods Trading,420-986-840-00000,"178 Bicoleyte St. Manggahan Commonwealth 1121 Quezon City NCR, Second District Philippines",,Various Consumable Goods (1x ₱1800),General,1800,,1,192.86,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.455Z,
2025-03-14,Ester Prime Corporation,Ester Prime Corporation,010-773-612-00001,"G/F Adobe Building, Parqal, Aseana City, Diosdado Macapagal Blvd., Tambo Parañaque City 1701",,Various Consumable Goods (1x ₱857.5),General,857.5,,765.63,91.88,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.456Z,
2025-03-11,M.D.R Consumer Goods Trading,M.D.R. Consumer Goods Trading,420-986-840-00000,"178 Bicoleyte St. Manggahan Commonwealth 1121 Quezon City NCR, Second District Philippines",,Various Consumable Goods (1x ₱2070),General,2070,,1,221.79,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.456Z,
2025-03-13,The Manna Cuisine Corporation,The Manna Cuisine Corporation,008-249-547-002,G/F Amorsolo Tower Rockwell Center Brgy Poblacion Makati City,,Meals (1x ₱3425),General,3425,,3,366.96,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.456Z,
2025-03-12,CTT.Synergy Corporation,CTT.Synergy Corporation,009-408-143-00000,"Unit 112 B - 115 B, Fame Residences, EDSA, Mayflower St. Highway Hills, Mandaluyong",,Various Consumable Goods (1x ₱778),General,778,,694.64,83.36,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.456Z,
2025-03-17,SM Prime Holdings Inc.,SM Prime Holdings Inc.,003-058-789-00007,SM City North Edsa Pag-asa Quezon City 1105,,Rent Util. (1x ₱32779.235); Other Charge (1x ₱32779.235),General,65558.47,,55,6,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.457Z,
2025-03-14,M.D.R Consumer Goods Trading,M.D.R. Consumer Goods Trading,420-986-840-00000,"178 Bicoleyte St. Manggahan Commonwealth 1121 Quezon City NCR, Second District Philippines",,Various Consumable Goods (1x ₱5010),General,5010,,4,536.79,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.457Z,
2025-03-13,Tiger Resort Leisure and Entertainment Inc.,Tiger Resort Leisure and Entertainment Inc.,007-054-856-00000,"Okada Manila, New Seaside Drive, Entertainment City, Tambo, Paranaque",,Meals (1x ₱3744.99),General,3744.99,,3,401.25,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.457Z,
2025-03-24,RPJ Development Inc.,RPJ Development Inc.,200-359-628-00000,"Unit A4, Upper Ground Floor Uptown Mall, 89th Avenue cor 36th Street, Uptown Bonifacio, Fort Bonifacio, BGC, Taguig",,Accommodation Expenses (1x ₱1000),General,1000,,892.86,107.14,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.458Z,
2025-03-17,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00004,"Mitsukoshi 8th Ave. Cor 36th St., Grand Central Park, Fort Bonifacio, North BGC, Taguig City NCR, 4th District Philippines",,Various Consumable Goods (1x ₱2844),General,2844,,2,304.71,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.458Z,
2025-03-18,"Tabletop Partners, Inc.","Tabletop Partners, Inc.",010-245-372-00003,"Okada Manila, New Seaside Drive, Entertainment City, Tambo, Paranaque",,Meals (1x ₱1760.22),General,1760.22,,1,188.6,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.458Z,
2025-03-24,RPJ Development Inc.,RPJ Development Inc.,200-359-628-00000,"North Bridgeway, Filinvest City, Alabang Muntinlupa City",,Accommodation Expenses (1x ₱10800),General,10800,,9,1,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.459Z,
2025-03-25,The Corner Market,"Common Ground Food Specialists, Inc.",009-481-918-00000,2486 Taft Avenue Barangay 93 Pasay City,,Rental (1x ₱62832),Leasing,62832,,,,No,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.459Z,2025-10-17T17:44:48.039Z
2025-03-27,1919 Grand Restaurant Corp.,1919 Grand Restaurant Corp.,612-389-115-00000,"Ground Floor, The Century Place 117 Juan Luna Street, Barangay 297 Zone 027 1006 Binondo NCR, City of Manila, First District Philippines",,Meals (1x ₱3284.84),General,3284.84,,2,351.95,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.460Z,
2025-03-25,The Corner Market,"Common Ground Food Specialists, Inc.",009-481-918-00000,2486 Taft Avenue Barangay 93 Pasay City,,CUSA (1x ₱6454.26); Electricity (1x ₱6454.26); Water (1x ₱6454.26); Pest Control (1x ₱6454.26),General,25817.04,,23,2,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.460Z,
2025-03-26,UTAKPOS INC.,UTAKPOS INC.,010-055-088-00000,"Launch Garage Level 2 Industria Mall Circulo Verde Calle Industria Bagumbayan 1110 Quezon City NCR, Second District Philippines",,POS License Renewal (1x ₱5040),General,5040,,4,540,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.460Z,
2025-03-27,Global Food Group Innovations Inc.,Global Food Group Innovations Inc.,009-457-216-00006,2F The Podium Expansion ADB Cor Ortigas Wack Wack Mandaluyong City,,Meals (1x ₱1666.6),General,1666.6,,1,163.93,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.461Z,
2025-03-28,Rosemarie G. Concepcion - Prop.,Rosemarie G. Concepcion - Prop.,276-703-100-00000,"1052-B Solis Street, Barangay 215, Zone 20, 1013 Tondo I/II NCR, City of Manila, First District Philippines",,Paper Stocks (1x ₱898),General,898,,801.79,96.21,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.461Z,
2025-03-28,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00004,"Unit 0026 Basement 1 Mitsukoshi 8th Ave. cor. 36th St. Grand Central Park, Fort Bonifacio, North BGC, 1634 Taguig City NCR, Fourth District Philippines",,Banana Pudding (1x ₱3009),General,3009,,2,322.39,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.461Z,
2025-03-30,Communal Artisanry Group Inc.,Communal Artisanry Group Inc.,820-655-116-00000,"4-6 G/F Milestone aat Fifth Avenue, 5th Ave., Fort Bonifacio Taguig",,Venue Rental (1x ₱20000),General,20000,,17,2,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.462Z,
2025-04-01,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1841),General,1841,,1,197.25,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.462Z,
2025-03-30,AAB Baking Goods and Supplies Inc.,AAB Baking Goods and Supplies Inc.,008-196-741-00003,"Unit B107 A&B UpTown Mall, 9th Avenue Fort Bonifacio, Taguig City",,Various Consumable Goods (1x ₱531),General,531,,474.11,56.89,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.462Z,
